id_pessoa,habilidades_de_comunicacao,extroversao,amabilidade,conversacao
50,10.0,37.758143700000005,9.0147592,7.1425106000000005
51,10.0,34.7738516,13.8574524,9.526072300000001
52,10.0,40.3756266,11.4924704,12.2655795
53,10.0,24.033706199999997,5.098773899999999,6.5563884
54,0.0,24.6463415,4.1291977,4.6333164
55,0.0,21.4351242,3.8801004,5.828782400000001
56,0.0,47.0876568,3.9610646,8.692673600000001
57,0.0,37.758143700000005,9.0147592,7.1425106000000005
58,0.0,34.7738516,13.8574524,9.526072300000001
59,0.0,40.3756266,11.4924704,12.2655795
60,30.0,24.033706199999997,5.098773899999999,6.5563884
61,30.0,24.6463415,4.1291977,4.6333164
62,30.0,21.4351242,3.8801004,5.828782400000001
63,30.0,47.0876568,3.9610646,8.692673600000001
64,30.0,37.758143700000005,9.0147592,7.1425106000000005
65,30.0,34.7738516,13.8574524,9.526072300000001
66,20.0,40.3756266,11.4924704,12.2655795
67,20.0,24.033706199999997,5.098773899999999,6.5563884
68,20.0,24.6463415,4.1291977,4.6333164
69,20.0,21.4351242,3.8801004,5.828782400000001
70,20.0,47.0876568,3.9610646,8.692673600000001
71,20.0,37.758143700000005,9.0147592,7.1425106000000005
72,40.0,34.7738516,13.8574524,9.526072300000001
73,40.0,40.3756266,11.4924704,12.2655795
74,40.0,24.033706199999997,5.098773899999999,6.5563884
75,40.0,24.6463415,4.1291977,4.6333164
76,40.0,21.4351242,3.8801004,5.828782400000001
77,40.0,47.0876568,3.9610646,8.692673600000001
78,50.0,37.758143700000005,9.0147592,7.1425106000000005
79,50.0,34.7738516,13.8574524,9.526072300000001
80,50.0,40.3756266,11.4924704,12.2655795
81,50.0,24.033706199999997,5.098773899999999,6.5563884
82,50.0,24.6463415,4.1291977,4.6333164
83,50.0,21.4351242,3.8801004,5.828782400000001
84,10.0,47.0876568,3.9610646,8.692673600000001
85,10.0,37.758143700000005,9.0147592,7.1425106000000005
86,10.0,34.7738516,13.8574524,9.526072300000001
87,10.0,40.3756266,11.4924704,12.2655795
88,10.0,24.033706199999997,5.098773899999999,6.5563884
89,10.0,24.6463415,4.1291977,4.6333164
90,0.0,21.4351242,3.8801004,5.828782400000001
91,0.0,47.0876568,3.9610646,8.692673600000001
92,0.0,37.758143700000005,9.0147592,7.1425106000000005
93,0.0,34.7738516,13.8574524,9.526072300000001
94,0.0,40.3756266,11.4924704,12.2655795
95,0.0,24.033706199999997,5.098773899999999,6.5563884
96,30.0,24.6463415,4.1291977,4.6333164
97,30.0,21.4351242,3.8801004,5.828782400000001
98,30.0,47.0876568,3.9610646,8.692673600000001
99,30.0,37.758143700000005,9.0147592,7.1425106000000005
100,30.0,34.7738516,13.8574524,9.526072300000001
101,30.0,40.3756266,11.4924704,12.2655795
102,20.0,24.033706199999997,5.098773899999999,6.5563884
103,20.0,24.6463415,4.1291977,4.6333164
104,20.0,21.4351242,3.8801004,5.828782400000001
105,20.0,47.0876568,3.9610646,8.692673600000001
106,20.0,37.758143700000005,9.0147592,7.1425106000000005
107,20.0,34.7738516,13.8574524,9.526072300000001
108,40.0,40.3756266,11.4924704,12.2655795
109,40.0,24.033706199999997,5.098773899999999,6.5563884
110,40.0,24.6463415,4.1291977,4.6333164
111,40.0,21.4351242,3.8801004,5.828782400000001
112,40.0,47.0876568,3.9610646,8.692673600000001
113,40.0,37.758143700000005,9.0147592,7.1425106000000005
114,50.0,34.7738516,13.8574524,9.526072300000001
115,50.0,40.3756266,11.4924704,12.2655795
116,50.0,24.033706199999997,5.098773899999999,6.5563884
117,50.0,24.6463415,4.1291977,4.6333164
118,50.0,21.4351242,3.8801004,5.828782400000001
119,50.0,47.0876568,3.9610646,8.692673600000001
120,10.0,37.758143700000005,9.0147592,7.1425106000000005
121,10.0,34.7738516,13.8574524,9.526072300000001
122,10.0,40.3756266,11.4924704,12.2655795
123,10.0,24.033706199999997,5.098773899999999,6.5563884
124,10.0,24.6463415,4.1291977,4.6333164
125,10.0,21.4351242,3.8801004,5.828782400000001
126,0.0,47.0876568,3.9610646,8.692673600000001
127,0.0,37.758143700000005,9.0147592,7.1425106000000005
128,0.0,34.7738516,13.8574524,9.526072300000001
129,0.0,40.3756266,11.4924704,12.2655795
130,0.0,24.033706199999997,5.098773899999999,6.5563884
131,0.0,24.6463415,4.1291977,4.6333164
132,30.0,21.4351242,3.8801004,5.828782400000001
133,30.0,47.0876568,3.9610646,8.692673600000001
134,30.0,37.758143700000005,9.0147592,7.1425106000000005
135,30.0,34.7738516,13.8574524,9.526072300000001
136,30.0,40.3756266,11.4924704,12.2655795
137,30.0,24.033706199999997,5.098773899999999,6.5563884
138,20.0,24.6463415,4.1291977,4.6333164
139,20.0,21.4351242,3.8801004,5.828782400000001
140,20.0,47.0876568,3.9610646,8.692673600000001
141,20.0,37.758143700000005,9.0147592,7.1425106000000005
142,20.0,34.7738516,13.8574524,9.526072300000001
143,20.0,40.3756266,11.4924704,12.2655795
144,40.0,24.033706199999997,5.098773899999999,6.5563884
145,40.0,24.6463415,4.1291977,4.6333164
146,40.0,21.4351242,3.8801004,5.828782400000001
147,40.0,47.0876568,3.9610646,8.692673600000001
148,40.0,37.758143700000005,9.0147592,7.1425106000000005
149,40.0,34.7738516,13.8574524,9.526072300000001
150,50.0,40.3756266,11.4924704,12.2655795
151,50.0,24.033706199999997,5.098773899999999,6.5563884
152,50.0,24.6463415,4.1291977,4.6333164
153,50.0,21.4351242,3.8801004,5.828782400000001
154,50.0,47.0876568,3.9610646,8.692673600000001
155,50.0,37.758143700000005,9.0147592,7.1425106000000005
156,10.0,34.7738516,13.8574524,9.526072300000001
157,10.0,40.3756266,11.4924704,12.2655795
158,10.0,24.033706199999997,5.098773899999999,6.5563884
159,10.0,24.6463415,4.1291977,4.6333164
160,10.0,21.4351242,3.8801004,5.828782400000001
161,10.0,47.0876568,3.9610646,8.692673600000001
162,0.0,37.758143700000005,9.0147592,7.1425106000000005
163,0.0,34.7738516,13.8574524,9.526072300000001
164,0.0,40.3756266,11.4924704,12.2655795
165,0.0,24.033706199999997,5.098773899999999,6.5563884
166,0.0,24.6463415,4.1291977,4.6333164
167,0.0,21.4351242,3.8801004,5.828782400000001
168,30.0,47.0876568,3.9610646,8.692673600000001
169,30.0,37.758143700000005,9.0147592,7.1425106000000005
170,30.0,34.7738516,13.8574524,9.526072300000001
171,30.0,40.3756266,11.4924704,12.2655795
172,30.0,24.033706199999997,5.098773899999999,6.5563884
173,30.0,24.6463415,4.1291977,4.6333164
174,20.0,21.4351242,3.8801004,5.828782400000001
175,20.0,47.0876568,3.9610646,8.692673600000001
176,20.0,37.758143700000005,9.0147592,7.1425106000000005
177,20.0,34.7738516,13.8574524,9.526072300000001
178,20.0,40.3756266,11.4924704,12.2655795
179,20.0,24.033706199999997,5.098773899999999,6.5563884
180,40.0,24.6463415,4.1291977,4.6333164
181,40.0,21.4351242,3.8801004,5.828782400000001
182,40.0,47.0876568,3.9610646,8.692673600000001
183,40.0,37.758143700000005,9.0147592,7.1425106000000005
184,40.0,34.7738516,13.8574524,9.526072300000001
185,40.0,40.3756266,11.4924704,12.2655795
186,50.0,24.033706199999997,5.098773899999999,6.5563884
187,50.0,24.6463415,4.1291977,4.6333164
188,50.0,21.4351242,3.8801004,5.828782400000001
189,50.0,47.0876568,3.9610646,8.692673600000001
190,50.0,37.758143700000005,9.0147592,7.1425106000000005
191,50.0,34.7738516,13.8574524,9.526072300000001
192,10.0,40.3756266,11.4924704,12.2655795
193,10.0,24.033706199999997,5.098773899999999,6.5563884
194,10.0,24.6463415,4.1291977,4.6333164
195,10.0,21.4351242,3.8801004,5.828782400000001
196,10.0,47.0876568,3.9610646,8.692673600000001
197,10.0,37.758143700000005,9.0147592,7.1425106000000005
198,0.0,34.7738516,13.8574524,9.526072300000001
199,0.0,40.3756266,11.4924704,12.2655795
200,0.0,24.033706199999997,5.098773899999999,6.5563884
201,0.0,24.6463415,4.1291977,4.6333164
202,0.0,21.4351242,3.8801004,5.828782400000001
203,0.0,47.0876568,3.9610646,8.692673600000001
204,30.0,37.758143700000005,9.0147592,7.1425106000000005
205,30.0,34.7738516,13.8574524,9.526072300000001
206,30.0,40.3756266,11.4924704,12.2655795
207,30.0,24.033706199999997,5.098773899999999,6.5563884
208,30.0,24.6463415,4.1291977,4.6333164
209,30.0,21.4351242,3.8801004,5.828782400000001
210,20.0,47.0876568,3.9610646,8.692673600000001
211,20.0,37.758143700000005,9.0147592,7.1425106000000005
212,20.0,34.7738516,13.8574524,9.526072300000001
213,20.0,40.3756266,11.4924704,12.2655795
214,20.0,24.033706199999997,5.098773899999999,6.5563884
215,20.0,24.6463415,4.1291977,4.6333164
216,40.0,21.4351242,3.8801004,5.828782400000001
217,40.0,47.0876568,3.9610646,8.692673600000001
218,40.0,37.758143700000005,9.0147592,7.1425106000000005
219,40.0,34.7738516,13.8574524,9.526072300000001
220,40.0,40.3756266,11.4924704,12.2655795
221,40.0,24.033706199999997,5.098773899999999,6.5563884
222,50.0,24.6463415,4.1291977,4.6333164
223,50.0,21.4351242,3.8801004,5.828782400000001
224,50.0,47.0876568,3.9610646,8.692673600000001
225,50.0,37.758143700000005,9.0147592,7.1425106000000005
226,50.0,34.7738516,13.8574524,9.526072300000001
227,50.0,40.3756266,11.4924704,12.2655795
228,10.0,24.033706199999997,5.098773899999999,6.5563884
229,10.0,24.6463415,4.1291977,4.6333164
230,10.0,21.4351242,3.8801004,5.828782400000001
231,10.0,47.0876568,3.9610646,8.692673600000001
232,10.0,37.758143700000005,9.0147592,7.1425106000000005
233,10.0,34.7738516,13.8574524,9.526072300000001
234,0.0,40.3756266,11.4924704,12.2655795
235,0.0,24.033706199999997,5.098773899999999,6.5563884
236,0.0,24.6463415,4.1291977,4.6333164
237,0.0,21.4351242,3.8801004,5.828782400000001
238,0.0,47.0876568,3.9610646,8.692673600000001
239,0.0,37.758143700000005,9.0147592,7.1425106000000005
240,30.0,34.7738516,13.8574524,9.526072300000001
241,30.0,40.3756266,11.4924704,12.2655795
242,30.0,24.033706199999997,5.098773899999999,6.5563884
243,30.0,24.6463415,4.1291977,4.6333164
244,30.0,21.4351242,3.8801004,5.828782400000001
245,30.0,47.0876568,3.9610646,8.692673600000001
246,20.0,37.758143700000005,9.0147592,7.1425106000000005
247,20.0,34.7738516,13.8574524,9.526072300000001
248,20.0,40.3756266,11.4924704,12.2655795
249,20.0,24.033706199999997,5.098773899999999,6.5563884
250,20.0,24.6463415,4.1291977,4.6333164
251,20.0,21.4351242,3.8801004,5.828782400000001
252,40.0,47.0876568,3.9610646,8.692673600000001
253,40.0,37.758143700000005,9.0147592,7.1425106000000005
254,40.0,34.7738516,13.8574524,9.526072300000001
255,40.0,40.3756266,11.4924704,12.2655795
256,40.0,24.033706199999997,5.098773899999999,6.5563884
257,40.0,24.6463415,4.1291977,4.6333164
258,50.0,21.4351242,3.8801004,5.828782400000001
259,50.0,47.0876568,3.9610646,8.692673600000001
260,50.0,37.758143700000005,9.0147592,7.1425106000000005
261,50.0,34.7738516,13.8574524,9.526072300000001
262,50.0,40.3756266,11.4924704,12.2655795
263,50.0,24.033706199999997,5.098773899999999,6.5563884
264,10.0,24.6463415,4.1291977,4.6333164
265,10.0,21.4351242,3.8801004,5.828782400000001
266,10.0,47.0876568,3.9610646,8.692673600000001
267,10.0,37.758143700000005,9.0147592,7.1425106000000005
268,10.0,34.7738516,13.8574524,9.526072300000001
269,10.0,40.3756266,11.4924704,12.2655795
270,0.0,24.033706199999997,5.098773899999999,6.5563884
271,0.0,24.6463415,4.1291977,4.6333164
272,0.0,21.4351242,3.8801004,5.828782400000001
273,0.0,47.0876568,3.9610646,8.692673600000001
274,0.0,37.758143700000005,9.0147592,7.1425106000000005
275,0.0,34.7738516,13.8574524,9.526072300000001
276,30.0,40.3756266,11.4924704,12.2655795
277,30.0,24.033706199999997,5.098773899999999,6.5563884
278,30.0,24.6463415,4.1291977,4.6333164
279,30.0,21.4351242,3.8801004,5.828782400000001
280,30.0,47.0876568,3.9610646,8.692673600000001
281,30.0,37.758143700000005,9.0147592,7.1425106000000005
282,20.0,34.7738516,13.8574524,9.526072300000001
283,20.0,40.3756266,11.4924704,12.2655795
284,20.0,24.033706199999997,5.098773899999999,6.5563884
285,20.0,24.6463415,4.1291977,4.6333164
286,20.0,21.4351242,3.8801004,5.828782400000001
287,20.0,47.0876568,3.9610646,8.692673600000001
288,40.0,37.758143700000005,9.0147592,7.1425106000000005
289,40.0,34.7738516,13.8574524,9.526072300000001
290,40.0,40.3756266,11.4924704,12.2655795
291,40.0,24.033706199999997,5.098773899999999,6.5563884
292,40.0,24.6463415,4.1291977,4.6333164
293,40.0,21.4351242,3.8801004,5.828782400000001
294,50.0,47.0876568,3.9610646,8.692673600000001
295,50.0,37.758143700000005,9.0147592,7.1425106000000005
296,50.0,34.7738516,13.8574524,9.526072300000001
297,50.0,40.3756266,11.4924704,12.2655795
298,50.0,24.033706199999997,5.098773899999999,6.5563884
299,50.0,24.6463415,4.1291977,4.6333164
300,10.0,21.4351242,3.8801004,5.828782400000001
301,10.0,47.0876568,3.9610646,8.692673600000001
302,10.0,37.758143700000005,9.0147592,7.1425106000000005
303,10.0,34.7738516,13.8574524,9.526072300000001
304,10.0,40.3756266,11.4924704,12.2655795
305,10.0,24.033706199999997,5.098773899999999,6.5563884
306,0.0,24.6463415,4.1291977,4.6333164
307,0.0,21.4351242,3.8801004,5.828782400000001
308,0.0,47.0876568,3.9610646,8.692673600000001
309,0.0,37.758143700000005,9.0147592,7.1425106000000005
310,0.0,34.7738516,13.8574524,9.526072300000001
311,0.0,40.3756266,11.4924704,12.2655795
312,30.0,24.033706199999997,5.098773899999999,6.5563884
313,30.0,24.6463415,4.1291977,4.6333164
314,30.0,21.4351242,3.8801004,5.828782400000001
315,30.0,47.0876568,3.9610646,8.692673600000001
316,30.0,37.758143700000005,9.0147592,7.1425106000000005
317,30.0,34.7738516,13.8574524,9.526072300000001
318,20.0,40.3756266,11.4924704,12.2655795
319,20.0,24.033706199999997,5.098773899999999,6.5563884
320,20.0,24.6463415,4.1291977,4.6333164
321,20.0,21.4351242,3.8801004,5.828782400000001
322,20.0,47.0876568,3.9610646,8.692673600000001
323,20.0,37.758143700000005,9.0147592,7.1425106000000005
324,40.0,34.7738516,13.8574524,9.526072300000001
325,40.0,40.3756266,11.4924704,12.2655795
326,40.0,24.033706199999997,5.098773899999999,6.5563884
327,40.0,24.6463415,4.1291977,4.6333164
328,40.0,21.4351242,3.8801004,5.828782400000001
329,40.0,47.0876568,3.9610646,8.692673600000001
330,50.0,37.758143700000005,9.0147592,7.1425106000000005
331,50.0,34.7738516,13.8574524,9.526072300000001
332,50.0,40.3756266,11.4924704,12.2655795
333,50.0,24.033706199999997,5.098773899999999,6.5563884
334,50.0,24.6463415,4.1291977,4.6333164
335,50.0,21.4351242,3.8801004,5.828782400000001
336,10.0,47.0876568,3.9610646,8.692673600000001
337,10.0,37.758143700000005,9.0147592,7.1425106000000005
338,10.0,34.7738516,13.8574524,9.526072300000001
339,10.0,40.3756266,11.4924704,12.2655795
340,10.0,24.033706199999997,5.098773899999999,6.5563884
341,10.0,24.6463415,4.1291977,4.6333164
342,0.0,21.4351242,3.8801004,5.828782400000001
343,0.0,47.0876568,3.9610646,8.692673600000001
344,0.0,37.758143700000005,9.0147592,7.1425106000000005
345,0.0,34.7738516,13.8574524,9.526072300000001
346,0.0,40.3756266,11.4924704,12.2655795
347,0.0,24.033706199999997,5.098773899999999,6.5563884
348,30.0,24.6463415,4.1291977,4.6333164
349,30.0,21.4351242,3.8801004,5.828782400000001
350,30.0,47.0876568,3.9610646,8.692673600000001
351,30.0,37.758143700000005,9.0147592,7.1425106000000005
352,30.0,34.7738516,13.8574524,9.526072300000001
353,30.0,40.3756266,11.4924704,12.2655795
354,20.0,24.033706199999997,5.098773899999999,6.5563884
355,20.0,24.6463415,4.1291977,4.6333164
356,20.0,21.4351242,3.8801004,5.828782400000001
357,20.0,47.0876568,3.9610646,8.692673600000001
358,20.0,37.758143700000005,9.0147592,7.1425106000000005
359,20.0,34.7738516,13.8574524,9.526072300000001
360,40.0,40.3756266,11.4924704,12.2655795
361,40.0,24.033706199999997,5.098773899999999,6.5563884
362,40.0,24.6463415,4.1291977,4.6333164
363,40.0,21.4351242,3.8801004,5.828782400000001
364,40.0,47.0876568,3.9610646,8.692673600000001
365,40.0,37.758143700000005,9.0147592,7.1425106000000005
366,50.0,34.7738516,13.8574524,9.526072300000001
367,50.0,40.3756266,11.4924704,12.2655795
368,50.0,24.033706199999997,5.098773899999999,6.5563884
369,50.0,24.6463415,4.1291977,4.6333164
370,50.0,21.4351242,3.8801004,5.828782400000001
371,50.0,47.0876568,3.9610646,8.692673600000001
372,10.0,37.758143700000005,9.0147592,7.1425106000000005
373,10.0,34.7738516,13.8574524,9.526072300000001
374,10.0,40.3756266,11.4924704,12.2655795
375,10.0,24.033706199999997,5.098773899999999,6.5563884
376,10.0,24.6463415,4.1291977,4.6333164
377,10.0,21.4351242,3.8801004,5.828782400000001
378,0.0,47.0876568,3.9610646,8.692673600000001
379,0.0,37.758143700000005,9.0147592,7.1425106000000005
380,0.0,34.7738516,13.8574524,9.526072300000001
381,0.0,40.3756266,11.4924704,12.2655795
382,0.0,24.033706199999997,5.098773899999999,6.5563884
383,0.0,24.6463415,4.1291977,4.6333164
384,30.0,21.4351242,3.8801004,5.828782400000001
385,30.0,47.0876568,3.9610646,8.692673600000001
386,30.0,37.758143700000005,9.0147592,7.1425106000000005
387,30.0,34.7738516,13.8574524,9.526072300000001
388,30.0,40.3756266,11.4924704,12.2655795
389,30.0,24.033706199999997,5.098773899999999,6.5563884
390,20.0,24.6463415,4.1291977,4.6333164
391,20.0,21.4351242,3.8801004,5.828782400000001
392,20.0,47.0876568,3.9610646,8.692673600000001
393,20.0,37.758143700000005,9.0147592,7.1425106000000005
394,20.0,34.7738516,13.8574524,9.526072300000001
395,20.0,40.3756266,11.4924704,12.2655795
396,40.0,24.033706199999997,5.098773899999999,6.5563884
397,40.0,24.6463415,4.1291977,4.6333164
398,40.0,21.4351242,3.8801004,5.828782400000001
399,40.0,47.0876568,3.9610646,8.692673600000001
400,40.0,37.758143700000005,9.0147592,7.1425106000000005
401,40.0,34.7738516,13.8574524,9.526072300000001
402,50.0,40.3756266,11.4924704,12.2655795
403,50.0,24.033706199999997,5.098773899999999,6.5563884
404,50.0,24.6463415,4.1291977,4.6333164
405,50.0,21.4351242,3.8801004,5.828782400000001
406,50.0,47.0876568,3.9610646,8.692673600000001
407,50.0,37.758143700000005,9.0147592,7.1425106000000005
408,10.0,34.7738516,13.8574524,9.526072300000001
409,10.0,40.3756266,11.4924704,12.2655795
410,10.0,24.033706199999997,5.098773899999999,6.5563884
411,10.0,24.6463415,4.1291977,4.6333164
412,10.0,21.4351242,3.8801004,5.828782400000001
413,10.0,47.0876568,3.9610646,8.692673600000001
414,0.0,37.758143700000005,9.0147592,7.1425106000000005
415,0.0,34.7738516,13.8574524,9.526072300000001
416,0.0,40.3756266,11.4924704,12.2655795
417,0.0,24.033706199999997,5.098773899999999,6.5563884
418,0.0,24.6463415,4.1291977,4.6333164
419,0.0,21.4351242,3.8801004,5.828782400000001
420,30.0,47.0876568,3.9610646,8.692673600000001
421,30.0,37.758143700000005,9.0147592,7.1425106000000005
422,30.0,34.7738516,13.8574524,9.526072300000001
423,30.0,40.3756266,11.4924704,12.2655795
424,30.0,47.0876568,3.9610646,8.692673600000001
425,30.0,37.758143700000005,9.0147592,7.1425106000000005
426,20.0,34.7738516,13.8574524,9.526072300000001
427,20.0,40.3756266,11.4924704,12.2655795
428,20.0,24.033706199999997,5.098773899999999,6.5563884
429,20.0,24.6463415,4.1291977,4.6333164
430,20.0,21.4351242,3.8801004,5.828782400000001
431,20.0,47.0876568,3.9610646,8.692673600000001
432,40.0,37.758143700000005,9.0147592,7.1425106000000005
433,50.0,34.7738516,13.8574524,9.526072300000001
434,10.0,40.3756266,11.4924704,12.2655795
435,0.0,24.033706199999997,5.098773899999999,6.5563884
436,30.0,24.6463415,4.1291977,4.6333164
437,20.0,21.4351242,3.8801004,5.828782400000001
438,40.0,47.0876568,3.9610646,8.692673600000001
439,50.0,37.758143700000005,9.0147592,7.1425106000000005
440,10.0,34.7738516,13.8574524,9.526072300000001
441,0.0,40.3756266,11.4924704,12.2655795
442,30.0,24.033706199999997,5.098773899999999,6.5563884
443,20.0,24.6463415,4.1291977,4.6333164
444,40.0,21.4351242,3.8801004,5.828782400000001
445,50.0,47.0876568,3.9610646,8.692673600000001
446,10.0,37.758143700000005,9.0147592,7.1425106000000005
447,0.0,34.7738516,13.8574524,9.526072300000001
448,30.0,40.3756266,11.4924704,12.2655795
449,20.0,24.033706199999997,5.098773899999999,6.5563884
450,40.0,24.6463415,4.1291977,4.6333164
451,50.0,21.4351242,3.8801004,5.828782400000001
452,10.0,47.0876568,3.9610646,8.692673600000001
453,0.0,37.758143700000005,9.0147592,7.1425106000000005
454,30.0,34.7738516,13.8574524,9.526072300000001
455,20.0,40.3756266,11.4924704,12.2655795
456,40.0,24.033706199999997,5.098773899999999,6.5563884
457,50.0,24.6463415,4.1291977,4.6333164
458,10.0,21.4351242,3.8801004,5.828782400000001
459,0.0,47.0876568,3.9610646,8.692673600000001
460,30.0,37.758143700000005,9.0147592,7.1425106000000005
461,20.0,34.7738516,13.8574524,9.526072300000001
462,40.0,40.3756266,11.4924704,12.2655795
463,50.0,24.033706199999997,5.098773899999999,6.5563884
464,10.0,24.6463415,4.1291977,4.6333164
465,0.0,21.4351242,3.8801004,5.828782400000001
466,30.0,47.0876568,3.9610646,8.692673600000001
467,20.0,37.758143700000005,9.0147592,7.1425106000000005
468,40.0,34.7738516,13.8574524,9.526072300000001
469,40.0,40.3756266,11.4924704,12.2655795
470,40.0,24.033706199999997,5.098773899999999,6.5563884
471,40.0,24.6463415,4.1291977,4.6333164
472,40.0,21.4351242,3.8801004,5.828782400000001
473,40.0,47.0876568,3.9610646,8.692673600000001
474,50.0,37.758143700000005,9.0147592,7.1425106000000005
475,50.0,34.7738516,13.8574524,9.526072300000001
476,50.0,40.3756266,11.4924704,12.2655795
477,50.0,24.033706199999997,5.098773899999999,6.5563884
478,50.0,24.6463415,4.1291977,4.6333164
479,50.0,21.4351242,3.8801004,5.828782400000001
480,10.0,47.0876568,3.9610646,8.692673600000001
481,10.0,37.758143700000005,9.0147592,7.1425106000000005
482,10.0,34.7738516,13.8574524,9.526072300000001
483,10.0,40.3756266,11.4924704,12.2655795
484,10.0,24.033706199999997,5.098773899999999,6.5563884
485,10.0,24.6463415,4.1291977,4.6333164
486,0.0,21.4351242,3.8801004,5.828782400000001
487,0.0,47.0876568,3.9610646,8.692673600000001
488,0.0,37.758143700000005,9.0147592,7.1425106000000005
489,0.0,34.7738516,13.8574524,9.526072300000001
490,0.0,40.3756266,11.4924704,12.2655795
491,0.0,24.033706199999997,5.098773899999999,6.5563884
492,30.0,24.6463415,4.1291977,4.6333164
493,30.0,21.4351242,3.8801004,5.828782400000001
494,30.0,47.0876568,3.9610646,8.692673600000001
495,30.0,37.758143700000005,9.0147592,7.1425106000000005
496,30.0,34.7738516,13.8574524,9.526072300000001
497,30.0,40.3756266,11.4924704,12.2655795
498,20.0,24.033706199999997,5.098773899999999,6.5563884
499,20.0,24.6463415,4.1291977,4.6333164
500,20.0,21.4351242,3.8801004,5.828782400000001
501,20.0,47.0876568,3.9610646,8.692673600000001
502,20.0,37.758143700000005,9.0147592,7.1425106000000005
503,20.0,34.7738516,13.8574524,9.526072300000001
504,40.0,40.3756266,11.4924704,12.2655795
505,40.0,24.033706199999997,5.098773899999999,6.5563884
506,40.0,24.6463415,4.1291977,4.6333164
507,40.0,21.4351242,3.8801004,5.828782400000001
508,40.0,47.0876568,3.9610646,8.692673600000001
509,40.0,37.758143700000005,9.0147592,7.1425106000000005
510,50.0,34.7738516,13.8574524,9.526072300000001
511,50.0,40.3756266,11.4924704,12.2655795
512,50.0,24.033706199999997,5.098773899999999,6.5563884
513,50.0,24.6463415,4.1291977,4.6333164
514,50.0,21.4351242,3.8801004,5.828782400000001
515,50.0,47.0876568,3.9610646,8.692673600000001
516,10.0,37.758143700000005,9.0147592,7.1425106000000005
517,10.0,34.7738516,13.8574524,9.526072300000001
518,10.0,40.3756266,11.4924704,12.2655795
519,10.0,24.033706199999997,5.098773899999999,6.5563884
520,10.0,24.6463415,4.1291977,4.6333164
521,10.0,21.4351242,3.8801004,5.828782400000001
522,0.0,47.0876568,3.9610646,8.692673600000001
523,0.0,37.758143700000005,9.0147592,7.1425106000000005
524,0.0,34.7738516,13.8574524,9.526072300000001
525,0.0,40.3756266,11.4924704,12.2655795
526,0.0,24.033706199999997,5.098773899999999,6.5563884
527,0.0,24.6463415,4.1291977,4.6333164
528,30.0,21.4351242,3.8801004,5.828782400000001
529,30.0,47.0876568,3.9610646,8.692673600000001
530,30.0,37.758143700000005,9.0147592,7.1425106000000005
531,30.0,34.7738516,13.8574524,9.526072300000001
