id_pessoa,estabilidade_emocional,abertura_a_mudanca,autoaperfeicoamento,autotranscendencia,area_carreira
49,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
50,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
51,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
52,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
53,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
54,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
55,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
56,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
57,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
58,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
59,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
60,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
61,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
62,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
63,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
64,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
65,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
66,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
67,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
68,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
69,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
70,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
71,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
72,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
73,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
74,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
75,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
76,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
77,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
78,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
79,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
80,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
81,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
82,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
83,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
84,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
85,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
86,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
87,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
88,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
89,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
90,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
91,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
92,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
93,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
94,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
95,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
96,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
97,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
98,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
99,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
100,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
101,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
102,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
103,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
104,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
105,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
106,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
107,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
108,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
109,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
110,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
111,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
112,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
113,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
114,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
115,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
116,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
117,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
118,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
119,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
120,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
121,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
122,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
123,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
124,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
125,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
126,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
127,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
128,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
129,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
130,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
131,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
132,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
133,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
134,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
135,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
136,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
137,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
138,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
139,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
140,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
141,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
142,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
143,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
144,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
145,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
146,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
147,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
148,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
149,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
150,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
151,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
152,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
153,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
154,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
155,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
156,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
157,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
158,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
159,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
160,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
161,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
162,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
163,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
164,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
165,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
166,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
167,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
168,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
169,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
170,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
171,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
172,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
173,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
174,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
175,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
176,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
177,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
178,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
179,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
180,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
181,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
182,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
183,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
184,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
185,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
186,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
187,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
188,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
189,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
190,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
191,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
192,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
193,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
194,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
195,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
196,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
197,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
198,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
199,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
200,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
201,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
202,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
203,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
204,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
205,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
206,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
207,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
208,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
209,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
210,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
211,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
212,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
213,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
214,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
215,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
216,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
217,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
218,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
219,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
220,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
221,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
222,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
223,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
224,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
225,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
226,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
227,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
228,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
229,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
230,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
231,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
232,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
233,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
234,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
235,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
236,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
237,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
238,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
239,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
240,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
241,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
242,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
243,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
244,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
245,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
246,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
247,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
248,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
249,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
250,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
251,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
252,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
253,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
254,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
255,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
256,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
257,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
258,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
259,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
260,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
261,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
262,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
263,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
264,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
265,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
266,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
267,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
268,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
269,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
270,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
271,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
272,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
273,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
274,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
275,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
276,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
277,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
278,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
279,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
280,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
281,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
282,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
283,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
284,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
285,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
286,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
287,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
288,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
289,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
290,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
291,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
292,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
293,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
294,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
295,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
296,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
297,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
298,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
299,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
300,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
301,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
302,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
303,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
304,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
305,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
306,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
307,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
308,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
309,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
310,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
311,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
312,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
313,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
314,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
315,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
316,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
317,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
318,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
319,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
320,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
321,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
322,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
323,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
324,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
325,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
326,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
327,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
328,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
329,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
330,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
331,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
332,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
333,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
334,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
335,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
336,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
337,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
338,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
339,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
340,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
341,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
342,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
343,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
344,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
345,63.0705007,37.512498,28.725344600000003,26.802442,infraestrutura_e_dados
346,69.5279717,33.8898893,30.6562151,25.8119442,infraestrutura_e_dados
347,61.9389506,31.189646999999997,30.297788799999996,20.7287203,infraestrutura_e_dados
348,62.4139191,33.6220882,31.2115957,21.969006999999998,infraestrutura_e_dados
349,65.9069353,29.6101878,30.875233899999998,21.1388677,infraestrutura_e_dados
350,74.2567413,33.9776151,23.051807699999998,20.8745599,infraestrutura_e_dados
351,67.2545513,35.3677599,24.7431686,19.6423545,infraestrutura_e_dados
